time	V(n001)	V(n002)	V(n003)
7.206737459766976e-002	9.880594e-001	2.898820e-001	1.068756e+000
7.206770847093795e-002	9.878505e-001	4.005779e-001	1.113562e+000
7.206815126468548e-002	9.875736e-001	5.689682e-001	1.181730e+000
7.206925902337968e-002	9.868810e-001	1.015706e+000	1.362593e+000
7.207109719053396e-002	9.857320e-001	1.762259e+000	1.664839e+000
7.207310481694591e-002	9.844779e-001	2.577667e+000	1.994963e+000
7.207721445710365e-002	9.819119e-001	4.246447e+000	2.670580e+000
7.207734030688211e-002	9.818333e-001	4.290641e+000	2.688480e+000
7.207759200643904e-002	9.816763e-001	4.352455e+000	2.713531e+000
7.207784736525534e-002	9.815170e-001	4.383406e+000	2.726081e+000
7.207810670886299e-002	9.813552e-001	4.392058e+000	2.729592e+000
7.219908496723283e-002	9.070100e-001	4.392823e+000	2.729902e+000
7.232006322560269e-002	8.359867e-001	4.393388e+000	2.730131e+000
7.244104148397254e-002	7.682854e-001	4.393753e+000	2.730279e+000
7.256201974234240e-002	7.039061e-001	4.393918e+000	2.730346e+000
7.268299800071225e-002	6.428488e-001	4.393884e+000	2.730332e+000
7.280397625908211e-002	5.851134e-001	4.393650e+000	2.730236e+000
7.292495451745196e-002	5.307000e-001	4.393216e+000	2.730060e+000
7.377044667071579e-002	2.035857e-001	4.393216e+000	2.730058e+000
7.418101910845690e-002	8.976508e-002	4.393216e+000	2.730058e+000
7.448733914119339e-002	3.912104e-002	4.393216e+000	2.730058e+000
7.485014760095816e-002	1.157137e-002	4.393216e+000	2.730058e+000
7.524426786481249e-002	1.832435e-002	4.393216e+000	2.730058e+000
7.569759529956718e-002	7.965413e-002	4.393216e+000	2.730058e+000
7.643240712795354e-002	2.951853e-001	4.393216e+000	2.730059e+000
7.760234534754318e-002	8.508859e-001	4.393216e+000	2.730061e+000
7.784838379849945e-002	9.821188e-001	4.393214e+000	2.730061e+000
7.809442224945572e-002	1.123125e+000	4.393213e+000	2.730061e+000
7.834046070041199e-002	1.273904e+000	4.393212e+000	2.730062e+000
7.858649915136827e-002	1.434457e+000	4.393212e+000	2.730062e+000
7.883253760232455e-002	1.604783e+000	4.393213e+000	2.730063e+000
7.907857605328081e-002	1.784882e+000	4.393214e+000	2.730065e+000
7.932461450423708e-002	1.974754e+000	4.393216e+000	2.730066e+000
7.978663555201343e-002	2.332745e+000	2.478844e+000	1.955032e+000
7.984983352640836e-002	2.382108e+000	6.614739e-001	1.219252e+000
7.987545042836579e-002	2.402205e+000	3.064413e-002	9.638529e-001
7.989187483315928e-002	2.415096e+000	3.058991e-002	9.638311e-001
7.990478785922806e-002	2.425232e+000	3.025834e-002	9.636968e-001
7.991476405659098e-002	2.433064e+000	3.011821e-002	9.636402e-001
7.992338241868821e-002	2.439831e+000	2.983301e-002	9.635248e-001
7.993122406806577e-002	2.445988e+000	2.965393e-002	9.634523e-001
7.993781048493670e-002	2.451159e+000	2.933846e-002	9.633245e-001
7.994314818728045e-002	2.455351e+000	2.924277e-002	9.632859e-001
7.994730595558872e-002	2.458616e+000	2.895234e-002	9.631683e-001
7.995396321254039e-002	2.463844e+000	2.873842e-002	9.630817e-001
7.995715168266968e-002	2.466348e+000	2.859468e-002	9.630235e-001
7.996018117597881e-002	2.468727e+000	2.858902e-002	9.630213e-001
7.996334278457197e-002	2.471210e+000	2.849003e-002	9.629811e-001
7.996678837002459e-002	2.473916e+000	2.852577e-002	9.629956e-001
7.997070194922488e-002	2.476990e+000	2.846482e-002	9.629709e-001
8.028483068763184e-002	2.725749e+000	2.846516e-002	9.629722e-001
8.059895942603881e-002	2.967029e+000	2.846540e-002	9.629734e-001
8.091308816444577e-002	3.200828e+000	2.846553e-002	9.629745e-001
8.122721690285273e-002	3.427149e+000	2.846556e-002	9.629755e-001
8.154134564125969e-002	3.645989e+000	2.846548e-002	9.629764e-001
8.185547437966666e-002	3.857350e+000	2.846530e-002	9.629773e-001
8.216960311807361e-002	4.061231e+000	2.846501e-002	9.629780e-001
8.283284075663233e-002	4.426774e+000	2.846503e-002	9.629796e-001
8.333955325282322e-002	4.649071e+000	2.846503e-002	9.629806e-001
8.401491276537067e-002	4.867626e+000	2.846520e-002	9.629816e-001
8.436264244937185e-002	4.942986e+000	2.846488e-002	9.629818e-001
8.469914687072593e-002	4.981127e+000	2.846481e-002	9.629819e-001
8.507272997227373e-002	4.991391e+000	2.846479e-002	9.629820e-001
8.541842358549197e-002	4.966607e+000	2.846458e-002	9.629818e-001
8.598057039070907e-002	4.852858e+000	2.846491e-002	9.629814e-001
8.688698245569929e-002	4.510871e+000	2.846466e-002	9.629798e-001
8.830437500169394e-002	3.735188e+000	2.846453e-002	9.629763e-001
8.900084878336396e-002	3.263319e+000	2.846465e-002	9.629744e-001
9.032302823323159e-002	2.252290e+000	2.846444e-002	9.629698e-001
9.131632425216711e-002	1.497962e+000	2.821431e-002	9.628595e-001
9.171573584425589e-002	1.217316e+000	2.847030e-002	9.629677e-001
9.178230444293736e-002	1.172482e+000	2.862351e-002	9.630295e-001
9.191544164030029e-002	1.084908e+000	2.959309e-002	9.634217e-001
9.194395211823771e-002	1.066433e+000	3.062904e-002	9.638410e-001
9.200097307411255e-002	1.029926e+000	3.482488e-002	9.655395e-001
9.200471351211050e-002	1.027544e+000	3.531123e-002	9.657364e-001
9.201219438810639e-002	1.022803e+000	3.684548e-002	9.663575e-001
9.202715614009818e-002	1.013345e+000	4.139537e-002	9.681996e-001
9.204508210501064e-002	1.002042e+000	4.923016e-002	9.713714e-001
9.204772511831399e-002	1.000379e+000	5.100720e-002	9.720908e-001
9.205301114492070e-002	9.970591e-001	5.576530e-002	9.740171e-001
9.205433265157238e-002	9.962297e-001	5.724334e-002	9.746155e-001
9.205697566487574e-002	9.945722e-001	6.114904e-002	9.761966e-001
9.206049551728468e-002	9.923658e-001	6.766836e-002	9.788359e-001
9.206111675495754e-002	9.919765e-001	6.920859e-002	9.794594e-001
9.206235923030326e-002	9.911984e-001	7.319520e-002	9.810733e-001
9.206323649866428e-002	9.906490e-001	7.679327e-002	9.825298e-001
9.206416770116568e-002	9.900660e-001	8.174608e-002	9.845347e-001
9.206442745392683e-002	9.899035e-001	8.374642e-002	9.853444e-001
9.206494695944913e-002	9.895782e-001	8.872280e-002	9.873586e-001
9.206538578632760e-002	9.893036e-001	9.439746e-002	9.896553e-001
9.206572414242453e-002	9.890919e-001	1.004712e-001	9.921133e-001
9.206594340960579e-002	9.889547e-001	1.061551e-001	9.944133e-001
9.206621689271588e-002	9.887836e-001	1.166617e-001	9.986643e-001
9.206646600770586e-002	9.886277e-001	1.319716e-001	1.004858e+000
9.206675504937599e-002	9.884470e-001	1.609349e-001	1.016576e+000
9.206701582929444e-002	9.882838e-001	2.026944e-001	1.033473e+000
9.206731027294263e-002	9.880996e-001	2.725486e-001	1.061741e+000
9.206761609980897e-002	9.879083e-001	3.689481e-001	1.100758e+000
9.206802983175920e-002	9.876496e-001	5.229421e-001	1.163097e+000
9.206854230734284e-002	9.873291e-001	7.268124e-001	1.245632e+000
9.207076502752358e-002	9.859396e-001	1.628938e+000	1.610863e+000
9.207253941964663e-002	9.848311e-001	2.349617e+000	1.902635e+000
9.207608820389275e-002	9.826149e-001	3.790973e+000	2.486177e+000
9.207697539995428e-002	9.820611e-001	4.135594e+000	2.625707e+000
9.207758351602520e-002	9.816816e-001	4.318591e+000	2.699819e+000
9.207803528349338e-002	9.813997e-001	4.382204e+000	2.725595e+000
9.207853369723380e-002	9.810888e-001	4.393910e+000	2.730344e+000
9.218070853195536e-002	9.181791e-001	4.393454e+000	2.730158e+000
9.228288336667689e-002	8.575823e-001	4.393117e+000	2.730022e+000
9.238505820139845e-002	7.992983e-001	4.392899e+000	2.729933e+000
9.248723303611998e-002	7.433273e-001	4.392800e+000	2.729892e+000
9.258940787084154e-002	6.896691e-001	4.392820e+000	2.729900e+000
9.269158270556308e-002	6.383238e-001	4.392958e+000	2.729956e+000
9.279375754028463e-002	5.892913e-001	4.393216e+000	2.730060e+000
9.350814813470046e-002	2.882006e-001	4.393216e+000	2.730059e+000
9.398912956430480e-002	1.349367e-001	4.393216e+000	2.730058e+000
9.434337460745167e-002	6.010666e-002	4.393216e+000	2.730058e+000
9.467596071371225e-002	1.946377e-002	4.393216e+000	2.730058e+000
9.499579061028197e-002	5.968194e-003	4.393216e+000	2.730058e+000
9.529843544707395e-002	2.000593e-002	4.393216e+000	2.730058e+000
9.578567337617459e-002	9.848157e-002	4.393216e+000	2.730058e+000
9.657432926329544e-002	3.511851e-001	4.393216e+000	2.730059e+000
9.782367113133392e-002	9.769006e-001	4.393216e+000	2.730062e+000
9.897530996079175e-002	1.732751e+000	4.393212e+000	2.730064e+000
1.000000000000000e-001	2.500000e+000	4.393209e+000	2.730064e+000
