time	Ue	Ua
5.035165443270344e-004	-8.593382e-002	4.045821e+000
5.045165443270344e-004	-8.193383e-002	4.117019e+000
5.055165443270344e-004	-7.793383e-002	4.154460e+000
5.065165443270344e-004	-7.393382e-002	4.161514e+000
5.075165443270345e-004	-6.993382e-002	4.141655e+000
5.085165443270345e-004	-6.593382e-002	4.098188e+000
5.095165443270345e-004	-6.193382e-002	4.034123e+000
5.105165443270345e-004	-5.793382e-002	3.952133e+000
5.115165443270346e-004	-5.393382e-002	3.854547e+000
5.125165443270346e-004	-4.993382e-002	3.743382e+000
5.135165443270346e-004	-4.593382e-002	3.620369e+000
5.145165443270346e-004	-4.193382e-002	3.486997e+000
5.155165443270347e-004	-3.793382e-002	3.344541e+000
5.175165443270347e-004	-2.993382e-002	3.036615e+000
5.195165443270348e-004	-2.193382e-002	2.703684e+000
5.225165443270348e-004	-9.933823e-003	2.168684e+000
5.255165443270349e-004	2.066177e-003	1.602042e+000
5.285165443270350e-004	1.406618e-002	1.012562e+000
5.305165443270350e-004	2.206618e-002	6.099997e-001
5.325165443270351e-004	3.006618e-002	2.014054e-001
5.335165443270351e-004	3.406618e-002	-4.804820e-003
5.355165443270352e-004	4.206618e-002	-4.204736e-001
5.375856094231731e-004	5.034244e-002	-8.554926e-001
5.396546745193112e-004	5.861870e-002	-1.292568e+000
5.417237396154491e-004	6.689496e-002	-1.731700e+000
5.437928047115871e-004	7.517122e-002	-2.172889e+000
5.458618698077250e-004	8.344748e-002	-2.616134e+000
5.479309349038631e-004	9.172374e-002	-3.061435e+000
5.500000000000010e-004	1.000000e-001	-3.508793e+000
5.503525691322767e-004	9.858973e-002	-3.583463e+000
5.510214226096847e-004	9.591431e-002	-3.713769e+000
5.517113819581220e-004	9.315448e-002	-3.830178e+000
5.523873114592924e-004	9.045076e-002	-3.926308e+000
5.533873114592924e-004	8.645076e-002	-4.036010e+000
5.543873114592924e-004	8.245075e-002	-4.111842e+000
5.553873114592925e-004	7.845075e-002	-4.153455e+000
5.563873114592925e-004	7.445075e-002	-4.164229e+000
5.573873114592925e-004	7.045075e-002	-4.147649e+000
5.583873114592925e-004	6.645075e-002	-4.107049e+000
5.593873114592926e-004	6.245076e-002	-4.045483e+000
5.603873114592926e-004	5.845075e-002	-3.965665e+000
5.613873114592926e-004	5.445075e-002	-3.869970e+000
5.623873114592926e-004	5.045075e-002	-3.760452e+000
5.633873114592927e-004	4.645075e-002	-3.638879e+000
5.643873114592927e-004	4.245076e-002	-3.506766e+000
5.653873114592927e-004	3.845076e-002	-3.365416e+000
5.673873114592927e-004	3.045075e-002	-3.059323e+000
5.693873114592928e-004	2.245075e-002	-2.727827e+000
5.723873114592929e-004	1.045075e-002	-2.194440e+000
5.753873114592929e-004	-1.549246e-003	-1.628953e+000
5.783873114592930e-004	-1.354925e-002	-1.040313e+000
5.813873114592931e-004	-2.554925e-002	-4.347516e-001
5.823873114592931e-004	-2.954925e-002	-2.299420e-001
5.833873114592931e-004	-3.354925e-002	-2.388393e-002
5.843873114592932e-004	-3.754925e-002	1.833057e-001
5.873873114592932e-004	-4.954924e-002	8.106625e-001
5.891891241079657e-004	-5.675650e-002	1.191578e+000
5.909909367566383e-004	-6.396375e-002	1.573910e+000
5.927927494053108e-004	-7.117100e-002	1.957659e+000
5.945945620539834e-004	-7.837825e-002	2.342825e+000
5.963963747026559e-004	-8.558550e-002	2.729407e+000
5.981981873513284e-004	-9.279275e-002	3.117405e+000
6.000000000000009e-004	-1.000000e-001	3.506820e+000
6.007000000000009e-004	-9.720000e-002	3.650606e+000
6.012117698426457e-004	-9.515292e-002	3.745965e+000
6.017339603734895e-004	-9.306416e-002	3.832193e+000
6.025214132906314e-004	-8.991434e-002	3.940535e+000
6.035165443270345e-004	-8.593382e-002	4.045821e+000
6.045165443270346e-004	-8.193383e-002	4.117019e+000
6.055165443270346e-004	-7.793383e-002	4.154460e+000
6.065165443270346e-004	-7.393382e-002	4.161514e+000
6.075165443270346e-004	-6.993382e-002	4.141655e+000
6.085165443270346e-004	-6.593382e-002	4.098188e+000
6.095165443270347e-004	-6.193382e-002	4.034123e+000
6.105165443270347e-004	-5.793382e-002	3.952133e+000
6.115165443270347e-004	-5.393382e-002	3.854547e+000
6.125165443270347e-004	-4.993382e-002	3.743382e+000
6.135165443270348e-004	-4.593382e-002	3.620369e+000
6.145165443270348e-004	-4.193382e-002	3.486997e+000
6.155165443270348e-004	-3.793382e-002	3.344541e+000
6.175165443270349e-004	-2.993382e-002	3.036615e+000
6.195165443270349e-004	-2.193382e-002	2.703684e+000
6.225165443270350e-004	-9.933823e-003	2.168684e+000
6.255165443270351e-004	2.066177e-003	1.602042e+000
6.285165443270351e-004	1.406618e-002	1.012562e+000
6.305165443270352e-004	2.206618e-002	6.099997e-001
6.325165443270352e-004	3.006618e-002	2.014054e-001
6.335165443270353e-004	3.406618e-002	-4.804820e-003
6.355165443270353e-004	4.206618e-002	-4.204736e-001
6.375856094231733e-004	5.034244e-002	-8.554926e-001
6.396546745193113e-004	5.861870e-002	-1.292568e+000
6.417237396154493e-004	6.689496e-002	-1.731700e+000
6.437928047115872e-004	7.517122e-002	-2.172889e+000
6.458618698077252e-004	8.344748e-002	-2.616134e+000
6.479309349038632e-004	9.172374e-002	-3.061435e+000
6.500000000000012e-004	1.000000e-001	-3.508793e+000
6.503525691322769e-004	9.858973e-002	-3.583463e+000
6.510214226096849e-004	9.591431e-002	-3.713769e+000
6.517113819581222e-004	9.315448e-002	-3.830178e+000
6.523873114592925e-004	9.045076e-002	-3.926308e+000
6.533873114592926e-004	8.645076e-002	-4.036010e+000
6.543873114592926e-004	8.245075e-002	-4.111842e+000
6.553873114592926e-004	7.845075e-002	-4.153455e+000
6.563873114592926e-004	7.445075e-002	-4.164229e+000
6.573873114592927e-004	7.045075e-002	-4.147649e+000
6.583873114592927e-004	6.645075e-002	-4.107049e+000
6.593873114592927e-004	6.245076e-002	-4.045483e+000
6.603873114592927e-004	5.845075e-002	-3.965665e+000
6.613873114592928e-004	5.445075e-002	-3.869970e+000
6.623873114592928e-004	5.045075e-002	-3.760452e+000
6.633873114592928e-004	4.645075e-002	-3.638879e+000
6.643873114592928e-004	4.245076e-002	-3.506766e+000
6.653873114592929e-004	3.845076e-002	-3.365416e+000
6.673873114592929e-004	3.045075e-002	-3.059323e+000
6.693873114592930e-004	2.245075e-002	-2.727827e+000
6.723873114592930e-004	1.045075e-002	-2.194440e+000
6.753873114592931e-004	-1.549246e-003	-1.628953e+000
6.783873114592932e-004	-1.354925e-002	-1.040313e+000
6.813873114592932e-004	-2.554925e-002	-4.347516e-001
6.823873114592933e-004	-2.954925e-002	-2.299420e-001
6.833873114592933e-004	-3.354925e-002	-2.388393e-002
6.843873114592933e-004	-3.754925e-002	1.833057e-001
6.873873114592934e-004	-4.954924e-002	8.106625e-001
6.891891241079660e-004	-5.675650e-002	1.191578e+000
6.909909367566385e-004	-6.396375e-002	1.573910e+000
6.927927494053110e-004	-7.117100e-002	1.957659e+000
6.945945620539835e-004	-7.837825e-002	2.342825e+000
6.963963747026561e-004	-8.558550e-002	2.729407e+000
6.981981873513286e-004	-9.279275e-002	3.117405e+000
7.000000000000012e-004	-1.000000e-001	3.506820e+000
7.007000000000012e-004	-9.720000e-002	3.650606e+000
7.012117698426459e-004	-9.515292e-002	3.745965e+000
7.017339603734899e-004	-9.306416e-002	3.832193e+000
7.025214132906318e-004	-8.991434e-002	3.940535e+000
7.035165443270350e-004	-8.593382e-002	4.045821e+000
7.045165443270350e-004	-8.193383e-002	4.117019e+000
7.055165443270351e-004	-7.793383e-002	4.154460e+000
7.065165443270351e-004	-7.393382e-002	4.161514e+000
7.075165443270351e-004	-6.993382e-002	4.141655e+000
7.085165443270351e-004	-6.593382e-002	4.098188e+000
7.095165443270352e-004	-6.193382e-002	4.034123e+000
7.105165443270352e-004	-5.793382e-002	3.952133e+000
7.115165443270352e-004	-5.393382e-002	3.854547e+000
7.125165443270352e-004	-4.993382e-002	3.743382e+000
7.135165443270353e-004	-4.593382e-002	3.620369e+000
7.145165443270353e-004	-4.193382e-002	3.486997e+000
7.155165443270353e-004	-3.793382e-002	3.344541e+000
7.175165443270353e-004	-2.993382e-002	3.036615e+000
7.195165443270354e-004	-2.193382e-002	2.703684e+000
7.225165443270355e-004	-9.933823e-003	2.168684e+000
7.255165443270355e-004	2.066177e-003	1.602042e+000
7.285165443270356e-004	1.406618e-002	1.012562e+000
7.305165443270357e-004	2.206618e-002	6.099997e-001
7.325165443270357e-004	3.006618e-002	2.014054e-001
7.335165443270357e-004	3.406618e-002	-4.804820e-003
7.355165443270358e-004	4.206618e-002	-4.204736e-001
7.375856094231737e-004	5.034244e-002	-8.554926e-001
7.396546745193117e-004	5.861870e-002	-1.292568e+000
7.417237396154496e-004	6.689496e-002	-1.731700e+000
