time	Ue Ua
5.276159872936626e-004	5.523197e-002	-2.175767e+000
5.338842132647909e-004	6.776842e-002	-2.825977e+000
5.417803768770637e-004	8.356076e-002	-3.669166e+000
5.500000000000010e-004	1.000000e-001	-4.558270e+000
5.508721026024435e-004	9.825580e-002	-4.645835e+000
5.513837572325709e-004	9.723248e-002	-4.690331e+000
5.519873314677496e-004	9.602534e-002	-4.735007e+000
5.527364194804107e-004	9.452716e-002	-4.778429e+000
5.539389300285269e-004	9.212214e-002	-4.824345e+000
5.555353565202887e-004	8.892929e-002	-4.849938e+000
5.572901875694624e-004	8.541963e-002	-4.838800e+000
5.590178056732630e-004	8.196439e-002	-4.790643e+000
5.615119684928139e-004	7.697606e-002	-4.672631e+000
5.644486665101422e-004	7.110266e-002	-4.483587e+000
5.681381264624300e-004	6.372375e-002	-4.191778e+000
5.723923716790839e-004	5.521526e-002	-3.807281e+000
5.776161116886860e-004	4.476778e-002	-3.292812e+000
5.838842946338345e-004	3.223141e-002	-2.642605e+000
5.917803226846190e-004	1.643935e-002	-1.799430e+000
6.000000000000009e-004	1.110223e-016	-9.103198e-001
6.008720574465128e-004	1.744115e-003	-8.227589e-001
6.013836920047862e-004	2.767384e-003	-7.782648e-001
6.019872278731997e-004	3.974456e-003	-7.335902e-001
6.027362911328506e-004	5.472582e-003	-6.901681e-001
6.039386944342612e-004	7.877389e-003	-6.442517e-001
6.055349633730967e-004	1.106993e-002	-6.186547e-001
6.072898367532355e-004	1.457967e-002	-6.297861e-001
6.090175179957397e-004	1.803504e-002	-6.779396e-001
6.115117315947799e-004	2.302346e-002	-7.959484e-001
6.144484495029891e-004	2.889690e-002	-9.849904e-001
6.181379555627779e-004	3.627591e-002	-1.276800e+000
6.223922289823046e-004	4.478446e-002	-1.661298e+000
6.276160530843763e-004	5.523211e-002	-2.175773e+000
6.338842982056360e-004	6.776860e-002	-2.825986e+000
6.417804793508265e-004	8.356096e-002	-3.669178e+000
6.500000000000012e-004	1.000000e-001	-4.558270e+000
6.508721038268563e-004	9.825579e-002	-4.645835e+000
6.513837585927343e-004	9.723248e-002	-4.690331e+000
6.519873334893947e-004	9.602533e-002	-4.735007e+000
6.527364215412339e-004	9.452716e-002	-4.778429e+000
6.539389340123798e-004	9.212213e-002	-4.824345e+000
6.555353619694071e-004	8.892927e-002	-4.849938e+000
6.572901944316834e-004	8.541961e-002	-4.838800e+000
6.590178162591030e-004	8.196437e-002	-4.790643e+000
6.615119808023151e-004	7.697604e-002	-4.672630e+000
6.644486823149454e-004	7.110263e-002	-4.483585e+000
6.681381441183518e-004	6.372371e-002	-4.191776e+000
6.723923940090823e-004	5.521521e-002	-3.807278e+000
6.776161373552416e-004	4.476773e-002	-3.292809e+000
6.838843277714755e-004	3.223135e-002	-2.642601e+000
6.917803626620465e-004	1.643927e-002	-1.799425e+000
7.000000000000012e-004	0.000000e+000	-9.103198e-001
7.008720579241441e-004	1.744116e-003	-8.227589e-001
7.013836925353658e-004	2.767385e-003	-7.782648e-001
7.019872286618153e-004	3.974457e-003	-7.335902e-001
7.027362919367318e-004	5.472584e-003	-6.901681e-001
7.039386959882191e-004	7.877392e-003	-6.442516e-001
7.055349654984688e-004	1.106993e-002	-6.186547e-001
7.072898394297608e-004	1.457968e-002	-6.297861e-001
7.090175221244312e-004	1.803504e-002	-6.779397e-001
7.115117363957704e-004	2.302347e-002	-7.959487e-001
7.144484556671528e-004	2.889691e-002	-9.849908e-001
7.181379624489831e-004	3.627592e-002	-1.276801e+000
7.223922376914444e-004	4.478448e-002	-1.661299e+000
7.276160630949216e-004	5.523213e-002	-2.175774e+000
7.338843111300147e-004	6.776863e-002	-2.825988e+000
7.417804949429776e-004	8.356099e-002	-3.669179e+000
7.500000000000013e-004	1.000000e-001	-4.558270e+000
7.508721040131638e-004	9.825579e-002	-4.645835e+000
7.513837587996979e-004	9.723248e-002	-4.690331e+000
7.519873337970095e-004	9.602533e-002	-4.735007e+000
7.527364218548104e-004	9.452716e-002	-4.778429e+000
7.539389346185655e-004	9.212213e-002	-4.824345e+000
7.555353627985496e-004	8.892927e-002	-4.849938e+000
7.572901954758460e-004	8.541961e-002	-4.838800e+000
7.590178178698557e-004	8.196437e-002	-4.790643e+000
7.615119826753397e-004	7.697603e-002	-4.672630e+000
7.644486847198189e-004	7.110263e-002	-4.483585e+000
7.681381468048957e-004	6.372371e-002	-4.191776e+000
7.723923974068337e-004	5.521521e-002	-3.807278e+000
7.776161412606917e-004	4.476772e-002	-3.292809e+000
7.838843328137325e-004	3.223133e-002	-2.642601e+000
7.917803687450495e-004	1.643926e-002	-1.799425e+000
8.000000000000015e-004	0.000000e+000	-9.103198e-001
8.008720579968217e-004	1.744116e-003	-8.227589e-001
8.013836926161001e-004	2.767385e-003	-7.782648e-001
8.019872287818129e-004	3.974458e-003	-7.335902e-001
8.027362920590522e-004	5.472584e-003	-6.901681e-001
8.039386962246728e-004	7.877393e-003	-6.442516e-001
8.055349658218696e-004	1.106993e-002	-6.186547e-001
8.072898398370232e-004	1.457968e-002	-6.297861e-001
8.090175227526528e-004	1.803504e-002	-6.779398e-001
8.115117371262892e-004	2.302347e-002	-7.959487e-001
8.144484566050951e-004	2.889691e-002	-9.849909e-001
8.181379634967877e-004	3.627593e-002	-1.276801e+000
8.223922390166281e-004	4.478448e-002	-1.661299e+000
8.276160646181291e-004	5.523213e-002	-2.175775e+000
8.338843130965910e-004	6.776863e-002	-2.825988e+000
8.417804973154794e-004	8.356100e-002	-3.669179e+000
8.500000000000016e-004	1.000000e-001	-4.558270e+000
8.508721040415126e-004	9.825579e-002	-4.645835e+000
8.513837588311898e-004	9.723248e-002	-4.690331e+000
8.519873338438169e-004	9.602533e-002	-4.735007e+000
8.527364219025247e-004	9.452716e-002	-4.778429e+000
8.539389347108034e-004	9.212213e-002	-4.824345e+000
8.555353629247135e-004	8.892927e-002	-4.849938e+000
8.572901956347281e-004	8.541961e-002	-4.838800e+000
8.590178181149511e-004	8.196437e-002	-4.790643e+000
8.615119829603433e-004	7.697603e-002	-4.672630e+000
8.644486850857505e-004	7.110263e-002	-4.483585e+000
8.681381472136840e-004	6.372371e-002	-4.191776e+000
8.723923979238432e-004	5.521521e-002	-3.807278e+000
8.776161418549525e-004	4.476772e-002	-3.292809e+000
8.838843335809730e-004	3.223133e-002	-2.642601e+000
8.917803696706467e-004	1.643926e-002	-1.799425e+000
9.000000000000015e-004	1.110223e-016	-9.103198e-001
9.008720580078804e-004	1.744116e-003	-8.227589e-001
9.013836926283852e-004	2.767385e-003	-7.782648e-001
9.019872288000722e-004	3.974458e-003	-7.335902e-001
9.027362920776650e-004	5.472584e-003	-6.901681e-001
9.039386962606524e-004	7.877393e-003	-6.442516e-001
9.055349658710801e-004	1.106993e-002	-6.186547e-001
9.072898398989951e-004	1.457968e-002	-6.297861e-001
9.090175228482480e-004	1.803504e-002	-6.779398e-001
9.115117372374516e-004	2.302347e-002	-7.959487e-001
9.144484567478199e-004	2.889691e-002	-9.849909e-001
9.181379636562297e-004	3.627593e-002	-1.276801e+000
9.223922392182802e-004	4.478448e-002	-1.661299e+000
9.276160648499109e-004	5.523213e-002	-2.175775e+000
9.338843133958417e-004	6.776863e-002	-2.825988e+000
9.417804976764978e-004	8.356100e-002	-3.669179e+000
9.500000000000017e-004	1.000000e-001	-4.558270e+000
9.508721040458267e-004	9.825579e-002	-4.645835e+000
9.513837588359818e-004	9.723248e-002	-4.690331e+000
9.519873338509393e-004	9.602533e-002	-4.735007e+000
9.527364219097850e-004	9.452716e-002	-4.778429e+000
9.539389347248394e-004	9.212213e-002	-4.824345e+000
9.555353629439116e-004	8.892927e-002	-4.849938e+000
9.572901956589043e-004	8.541961e-002	-4.838800e+000
9.590178181522469e-004	8.196437e-002	-4.790643e+000
9.615119830037085e-004	7.697603e-002	-4.672630e+000
9.644486851414327e-004	7.110263e-002	-4.483585e+000
9.681381472758864e-004	6.372371e-002	-4.191776e+000
9.723923980025156e-004	5.521520e-002	-3.807278e+000
9.776161419453758e-004	4.476772e-002	-3.292809e+000
9.838843336977157e-004	3.223133e-002	-2.642601e+000
9.917803698114933e-004	1.643926e-002	-1.799425e+000
1.000000000000000e-003	3.358425e-015	-9.103198e-001
