time	V(n002)
5.500989618636726e-002	-9.748328e-001
5.501567017694037e-002	1.115009e+000
5.502062549800724e-002	2.605853e+000
5.502512679717812e-002	3.560086e+000
5.502985927266718e-002	4.203497e+000
5.503167811070941e-002	4.358863e+000
5.503386054998137e-002	4.477430e+000
5.503664881147754e-002	4.585426e+000
5.503933314638043e-002	4.656677e+000
5.504450332332680e-002	4.734063e+000
5.504977270163265e-002	4.758276e+000
5.505504207993848e-002	4.777517e+000
5.506031145824432e-002	4.791787e+000
5.506558083655016e-002	4.801085e+000
5.507085021485600e-002	4.805412e+000
5.507611959316183e-002	4.804766e+000
5.508138897146767e-002	4.799150e+000
6.000100000000000e-002	4.799403e+000
6.000100241993066e-002	4.799403e+000
6.000100725979199e-002	4.799403e+000
6.000114907982170e-002	4.790962e+000
6.000129089985142e-002	4.773016e+000
6.000143271988113e-002	4.745566e+000
6.000157453991085e-002	4.708610e+000
6.000171635994057e-002	4.662149e+000
6.000185817997029e-002	4.606182e+000
6.000200000000000e-002	4.540711e+000
6.000202190858566e-002	4.531854e+000
6.000206572575699e-002	4.514114e+000
6.000799834593186e-002	2.108265e+000
6.001087653035196e-002	9.809176e-001
6.001663289919215e-002	-1.104484e+000
6.002157755631679e-002	-2.595309e+000
6.002607955631956e-002	-3.553445e+000
6.003081334469382e-002	-4.200520e+000
6.003264020603077e-002	-4.357491e+000
6.003482190133334e-002	-4.476705e+000
6.003761581115943e-002	-4.585497e+000
6.004029889054890e-002	-4.657084e+000
6.004547025813089e-002	-4.734873e+000
6.005074501410283e-002	-4.759214e+000
6.005601977007476e-002	-4.778556e+000
6.006129452604670e-002	-4.792899e+000
6.006656928201865e-002	-4.802243e+000
6.007184403799058e-002	-4.806587e+000
6.007711879396252e-002	-4.805933e+000
6.008239354993446e-002	-4.800279e+000
6.009935132521316e-002	-4.800512e+000
6.500000000000000e-002	-4.800532e+000
6.500000219902077e-002	-4.800532e+000
6.500000659706232e-002	-4.800532e+000
6.500011701118061e-002	-4.797557e+000
6.500022742529892e-002	-4.787354e+000
6.500033783941721e-002	-4.769923e+000
6.500044825353550e-002	-4.745265e+000
6.500055866765379e-002	-4.713379e+000
6.500066908177210e-002	-4.674265e+000
6.500077949589039e-002	-4.627923e+000
6.500100000000000e-002	-4.542096e+000
6.500102205041096e-002	-4.533183e+000
6.500106615123288e-002	-4.515328e+000
6.500701123536365e-002	-2.104487e+000
6.500989995647426e-002	-9.734040e-001
6.501567739869547e-002	1.117298e+000
6.502063501803825e-002	2.608192e+000
6.502513618909271e-002	3.561645e+000
6.502986844379850e-002	4.204325e+000
6.503168566854596e-002	4.359368e+000
6.503386825236181e-002	4.477805e+000
6.503665537063035e-002	4.585640e+000
6.503933997987954e-002	4.656823e+000
6.504450993125836e-002	4.734128e+000
6.504977833104284e-002	4.758315e+000
6.505504673082731e-002	4.777536e+000
6.506031513061178e-002	4.791791e+000
6.506558353039627e-002	4.801080e+000
6.507085193018074e-002	4.805403e+000
6.507612032996521e-002	4.804759e+000
6.508138872974968e-002	4.799150e+000
7.000099999999999e-002	4.799403e+000
7.000100109305706e-002	4.799403e+000
7.000100327917118e-002	4.799403e+000
7.000108497106408e-002	4.799242e+000
7.000116666295699e-002	4.794427e+000
7.000124835484989e-002	4.784960e+000
7.000133004674279e-002	4.770840e+000
7.000141173863569e-002	4.752066e+000
7.000149343052860e-002	4.728640e+000
7.000157512242150e-002	4.700561e+000
7.000176590639853e-002	4.631925e+000
7.000200000000000e-002	4.541017e+000
7.000202340936014e-002	4.531553e+000
7.000207022808043e-002	4.512596e+000
7.000815419093805e-002	2.046215e+000
7.001116425096327e-002	8.725309e-001
7.001718437101372e-002	-1.268619e+000
7.002260854920729e-002	-2.832124e+000
7.002716746794784e-002	-3.722120e+000
7.003190483819513e-002	-4.286951e+000
7.003392557879508e-002	-4.434431e+000
7.003602840197637e-002	-4.530939e+000
7.003876181369638e-002	-4.619948e+000
7.004381055229632e-002	-4.716358e+000
7.005156917214074e-002	-4.774237e+000
7.006469666265633e-002	-4.785581e+000
7.007782415317192e-002	-4.794396e+000
7.009095164368751e-002	-4.800682e+000
7.010407913420309e-002	-4.804438e+000
